0.662539 -0.0274516 0.342361 0.00984235 0.871588 0.888468 0.914348 0.938994 0.936939 0.920776 0.927511 0.485725 0.546765 0.42359 
0.675789 -0.0187193 0.348031 0.0450563 0.875846 0.889978 0.914081 0.938594 0.936966 0.924031 0.929603 0.497336 0.535124 0.428371 
0.659876 -0.0244414 0.3214 0.0240598 0.880538 0.879133 0.91236 0.935363 0.937558 0.923072 0.931389 0.483607 0.536404 0.421058 
0.631027 -0.0304366 0.243984 0.008132 0.873668 0.883427 0.917324 0.932234 0.938257 0.920564 0.936224 0.488713 0.521422 0.430079 
0.631027 -0.0302854 0.242141 0.008132 0.873659 0.881268 0.917044 0.933246 0.938257 0.921911 0.936389 0.48694 0.53564 0.429636 
0.634629 -0.0339658 0.28121 0.0128898 0.873852 0.891545 0.919553 0.934914 0.937075 0.922758 0.935754 0.502703 0.560401 0.432537 
0.622917 -0.0336427 0.26852 0.00225703 0.872951 0.890455 0.921411 0.933212 0.935826 0.922976 0.937174 0.474417 0.568092 0.424102 
0.622917 -0.0310494 0.285058 0.00186016 0.872983 0.892897 0.921295 0.935238 0.934983 0.923332 0.937852 0.473647 0.546408 0.4151 
0.622917 -0.0335477 0.262281 0.000124521 0.872951 0.890758 0.921483 0.933505 0.935832 0.922857 0.93746 0.459446 0.540557 0.419708 
0.622917 -0.0335477 0.256792 0.000124521 0.872972 0.892103 0.921661 0.933505 0.935832 0.922863 0.937426 0.465143 0.555014 0.419708 
0.626009 -0.0334969 0.261327 0.00101854 0.873218 0.891848 0.921455 0.933505 0.935786 0.923219 0.937379 0.461923 0.561065 0.420715 
0.626009 -0.0334969 0.261327 0.00101854 0.873218 0.893942 0.922223 0.933505 0.935786 0.923219 0.937217 0.472915 0.560683 0.420715 
0.626009 -0.0334969 0.261327 0.00101854 0.873218 0.891489 0.922797 0.933505 0.935786 0.923219 0.937379 0.470043 0.560632 0.420715 
0.62501 -0.0336387 0.256773 0.00183185 0.873088 0.897546 0.922823 0.933391 0.935797 0.923292 0.936441 0.470109 0.547665 0.417994 
0.572222 -0.0379457 0.214947 -0.0148421 0.859442 0.889894 0.93284 0.930919 0.936911 0.926393 0.933843 0.459835 0.570051 0.426897 
0.582357 -0.0363264 0.234731 -0.0134255 0.860741 0.894779 0.93238 0.932513 0.935027 0.926394 0.934455 0.452797 0.574202 0.424929 
0.58349 -0.0384879 0.227991 -0.0143714 0.860613 0.891205 0.932992 0.932158 0.935438 0.926256 0.933808 0.46017 0.58684 0.424957 
0.603541 -0.0398947 0.243596 -0.0111584 0.860809 0.894626 0.938637 0.931158 0.934696 0.926105 0.933124 0.461952 0.593574 0.424957 
0.613136 -0.0402192 0.242102 -0.0157062 0.860808 0.890639 0.937635 0.931098 0.935052 0.926177 0.934119 0.457806 0.577938 0.424957 
0.610991 -0.0396908 0.24941 -0.0142427 0.865671 0.893409 0.936314 0.933401 0.937046 0.926635 0.934824 0.469423 0.598152 0.424957 
0.596516 -0.0416132 0.233022 -0.0146578 0.86589 0.892532 0.934134 0.934702 0.936506 0.926403 0.935146 0.463574 0.575949 0.424957 
0.605857 -0.0424306 0.225567 -0.0129554 0.865338 0.896825 0.934341 0.935676 0.936186 0.926558 0.93504 0.451126 0.548565 0.424957 
0.610008 -0.0424951 0.232905 -0.0127625 0.865006 0.89177 0.934158 0.935697 0.93647 0.92648 0.935339 0.453059 0.555312 0.424957 
0.622558 -0.0440908 0.235177 -0.0107422 0.865753 0.893249 0.929236 0.935166 0.936515 0.926085 0.934162 0.459727 0.560238 0.417964 
