-0.252558 -0.280704 -0.271517 -0.205458 0.926234 0.915688 0.946432 0.925141 0.964117 0.973254 0.926052 0.268754 0.151369 0.408732 
-0.25213 -0.279697 -0.270016 -0.205574 0.926273 0.915816 0.946934 0.925285 0.96425 0.973154 0.92582 0.264576 0.150867 0.411235 
-0.25273 -0.282766 -0.273384 -0.20544 0.926384 0.915918 0.946861 0.924999 0.964098 0.973423 0.925889 0.262835 0.150932 0.408919 
-0.243361 -0.28072 -0.26348 -0.218291 0.926 0.919117 0.931426 0.928916 0.965737 0.974807 0.928795 0.271859 0.166263 0.407404 
-0.243361 -0.280247 -0.263449 -0.218291 0.926009 0.92006 0.931431 0.928657 0.965764 0.975121 0.929012 0.277077 0.164374 0.409636 
-0.246381 -0.286692 -0.268475 -0.215185 0.926089 0.921399 0.932375 0.928417 0.965919 0.975597 0.928681 0.263105 0.161668 0.407117 
-0.243808 -0.285173 -0.267196 -0.209653 0.926065 0.921955 0.935975 0.928328 0.965816 0.975272 0.927835 0.255245 0.160807 0.403948 
-0.243808 -0.282355 -0.26625 -0.212651 0.926085 0.922505 0.934685 0.928531 0.965782 0.97515 0.927841 0.256056 0.162133 0.405799 
-0.243808 -0.285198 -0.265731 -0.21048 0.926065 0.922774 0.9357 0.928233 0.96579 0.975193 0.927757 0.263495 0.160608 0.403922 
-0.243808 -0.285198 -0.263549 -0.21048 0.926102 0.922867 0.935699 0.928233 0.96579 0.975226 0.927749 0.264704 0.163178 0.403922 
-0.244712 -0.285218 -0.263546 -0.211639 0.926219 0.922412 0.936124 0.927845 0.965386 0.974813 0.926839 0.263205 0.160724 0.409933 
-0.244712 -0.285218 -0.263546 -0.211639 0.926219 0.923342 0.936212 0.927845 0.965386 0.974813 0.926724 0.272093 0.159906 0.409933 
-0.244712 -0.285218 -0.263546 -0.211639 0.926219 0.923509 0.936433 0.927845 0.965386 0.974813 0.926528 0.270638 0.160462 0.409933 
-0.244523 -0.285487 -0.263951 -0.211683 0.926212 0.924039 0.936428 0.928185 0.965385 0.974709 0.92633 0.269367 0.158382 0.410513 
-0.242485 -0.282629 -0.264758 -0.210457 0.926394 0.924703 0.937461 0.92818 0.965021 0.974163 0.925662 0.258281 0.156878 0.400491 
-0.242348 -0.284088 -0.261115 -0.210614 0.92639 0.925657 0.938454 0.928317 0.965119 0.97421 0.924829 0.270485 0.156282 0.401121 
-0.242097 -0.28436 -0.25909 -0.210789 0.926408 0.925424 0.939008 0.928327 0.965135 0.974336 0.924302 0.26389 0.155522 0.401883 
-0.242407 -0.279664 -0.257925 -0.209417 0.926351 0.926555 0.941411 0.927815 0.965195 0.974299 0.924018 0.272876 0.155093 0.401883 
-0.242245 -0.277583 -0.25595 -0.20934 0.926404 0.926482 0.941287 0.927829 0.965214 0.974098 0.92372 0.274925 0.154791 0.401883 
-0.241662 -0.269295 -0.254785 -0.213134 0.926904 0.926545 0.943168 0.927825 0.965231 0.974178 0.922666 0.271827 0.154729 0.401883 
-0.241404 -0.268401 -0.252634 -0.215689 0.926878 0.925802 0.943235 0.927972 0.965133 0.974098 0.922676 0.270964 0.155542 0.401883 
-0.239862 -0.26024 -0.254976 -0.216681 0.926712 0.925433 0.94272 0.927809 0.965148 0.973826 0.922908 0.276601 0.156506 0.401883 
-0.240102 -0.260114 -0.250677 -0.215997 0.92669 0.925088 0.942536 0.927866 0.965242 0.974155 0.923093 0.275611 0.1521 0.401883 
-0.235065 -0.251511 -0.245206 -0.216363 0.926941 0.924944 0.94187 0.927547 0.965281 0.974265 0.921591 0.282137 0.150434 0.401271 
-0.237546 -0.252571 -0.24428 -0.215497 0.926942 0.924561 0.942062 0.927352 0.965324 0.974204 0.921718 0.273184 0.153644 0.405275 
-0.23536 -0.240024 -0.237084 -0.213594 0.926919 0.924051 0.942948 0.927501 0.965397 0.973466 0.920736 0.281455 0.154728 0.405735 
-0.236026 -0.236327 -0.227613 -0.21231 0.926943 0.924073 0.942886 0.927477 0.965286 0.973747 0.919432 0.28178 0.154664 0.405319 
-0.232585 -0.236421 -0.20577 -0.211389 0.926526 0.923837 0.942998 0.927538 0.965329 0.973961 0.919978 0.292016 0.153358 0.408108 
-0.232134 -0.240334 -0.195237 -0.212357 0.926601 0.923694 0.942292 0.927376 0.96538 0.973717 0.920459 0.291355 0.15409 0.409746 
-0.231643 -0.227779 -0.186193 -0.214012 0.926537 0.922483 0.943633 0.927112 0.96558 0.974057 0.921102 0.298928 0.156569 0.412708 
-0.232917 -0.223778 -0.186748 -0.211699 0.926544 0.922175 0.941769 0.926939 0.965689 0.974678 0.920896 0.303985 0.149318 0.410091 
-0.229984 -0.220726 -0.164177 -0.216571 0.926484 0.922098 0.942017 0.926852 0.965534 0.974694 0.920595 0.291502 0.150062 0.405151 
-0.232359 -0.224912 -0.165179 -0.215022 0.926254 0.921593 0.941468 0.926894 0.965476 0.974675 0.920849 0.295763 0.154682 0.398133 
