34 20 21 14 19 6 34 18 22 21 13 35 32 30 
34 21 20 15 19 6 34 16 22 20 12 34 29 28 
34 20 19 16 17 7 36 19 22 24 13 35 32 27 
31 20 27 15 19 7 26 22 23 21 10 33 24 23 
31 20 27 15 19 11 26 22 23 19 7 38 25 23 
34 19 25 17 19 8 30 24 19 24 13 30 24 27 
28 20 23 17 21 7 32 22 19 25 13 41 24 29 
28 20 23 17 21 5 32 23 19 26 11 32 23 29 
28 19 23 17 21 6 33 23 20 26 11 29 19 29 
28 19 23 17 22 6 33 23 20 26 11 29 20 29 
27 18 23 16 20 6 33 23 20 26 13 28 25 29 
27 18 23 16 20 7 32 23 20 26 13 29 24 29 
27 18 23 16 20 7 32 23 20 26 13 29 25 29 
28 18 23 16 20 5 32 23 20 26 12 28 18 29 
26 19 23 16 19 5 34 21 20 26 12 28 20 28 
26 19 23 16 19 5 31 21 20 26 11 24 21 28 
26 19 23 16 19 5 31 22 20 26 13 29 20 28 
26 19 23 16 19 5 35 24 20 25 11 30 20 28 
26 18 23 17 19 5 34 24 20 26 12 22 22 28 
28 17 25 17 18 5 31 25 20 26 13 26 27 28 
26 17 25 17 18 6 34 25 19 25 13 27 23 28 
27 17 25 15 18 6 33 26 18 25 11 24 24 28 
27 17 25 16 17 6 33 25 18 25 12 33 20 28 
28 17 24 16 19 6 32 23 18 25 11 29 23 29 
30 17 24 17 18 6 29 25 18 27 11 28 23 30 
30 17 23 18 20 5 26 23 20 25 14 27 24 30 
30 18 21 17 20 5 25 26 19 24 11 31 24 31 
30 18 21 16 22 5 27 24 18 27 13 30 20 31 
30 18 21 17 21 7 31 24 18 22 14 27 20 32 
31 18 20 18 21 7 31 19 21 22 16 34 26 30 
32 19 22 18 21 7 32 19 20 26 16 28 26 27 
33 19 24 16 23 5 30 19 20 25 15 37 25 29 
34 19 24 16 21 5 30 19 20 23 14 31 24 29 
31 19 25 19 21 7 34 16 24 23 16 33 26 30 
33 18 26 20 23 6 33 16 23 24 11 34 23 31 
31 18 27 15 20 8 29 15 23 26 13 31 29 31 
31 18 26 16 19 10 30 14 24 28 14 38 26 32 
29 18 24 16 19 10 33 16 23 26 12 35 26 33 
31 16 25 16 18 9 32 15 27 27 13 35 27 29 
35 18 26 17 19 8 35 14 25 27 13 38 26 31 
33 18 29 14 18 10 35 19 27 26 12 37 22 31 
30 20 25 15 16 8 32 18 23 30 12 36 27 30 
29 20 26 16 17 9 35 19 21 29 15 31 27 33 
30 18 25 17 18 7 30 15 21 29 10 37 24 32 
33 17 27 16 19 10 31 18 20 29 12 29 28 31 
30 19 25 18 17 8 34 19 22 31 14 34 26 32 
29 18 26 18 18 10 36 19 20 29 14 34 26 34 
25 22 21 21 22 9 37 15 19 27 15 36 25 29 
30 22 22 21 21 10 41 15 19 29 14 36 26 30 
28 21 23 17 23 9 33 16 20 25 13 34 23 29 
30 22 25 17 22 9 35 21 20 24 14 42 32 29 
31 20 26 14 21 9 34 19 21 25 14 43 25 28 
32 19 27 12 22 9 37 16 21 25 12 44 25 30 
33 21 23 18 23 7 34 15 21 28 13 40 22 29 
30 20 22 17 19 7 30 16 21 28 14 35 27 35 
27 23 20 20 22 8 28 13 22 27 10 36 24 26 
29 20 22 19 19 10 32 18 21 27 12 42 26 28 
27 19 21 17 20 14 31 16 21 27 12 36 28 26 
34 19 21 18 20 14 33 19 21 30 13 36 23 26 
32 19 21 15 18 13 30 13 22 36 15 37 29 31 
32 19 19 17 19 13 33 14 19 33 14 34 27 29 
32 18 18 16 16 12 29 17 18 30 16 40 20 30 
35 17 23 17 18 12 30 18 22 31 15 42 24 34 
38 18 22 16 19 10 28 17 21 31 16 37 19 27 
37 19 20 16 22 12 29 17 23 29 16 41 20 25 
35 18 21 11 22 14 27 17 21 29 14 40 25 27 
34 16 21 13 22 13 28 19 21 29 17 35 23 26 
26 16 23 17 23 11 28 15 17 30 12 35 21 29 
27 16 25 16 21 13 30 13 19 30 13 39 26 27 
32 18 23 17 21 14 30 15 21 36 12 45 25 27 
30 17 22 14 21 14 28 15 19 33 11 46 26 27 
34 16 25 16 19 14 28 14 22 26 10 35 29 29 
33 17 23 17 20 16 28 19 24 30 11 27 21 29 
32 16 23 19 22 13 29 16 26 28 11 30 21 30 
29 19 22 15 26 10 31 16 25 26 12 31 25 31 
26 16 23 14 22 11 33 19 24 28 10 32 28 29 
26 15 21 16 24 11 32 19 25 30 11 39 28 32 
25 16 24 17 23 9 32 19 27 29 13 28 27 30 
28 16 22 17 20 7 30 20 25 26 11 25 25 35 
23 16 16 15 25 9 23 19 28 26 10 25 24 33 
25 16 19 17 21 8 24 18 28 28 11 34 27 34 
33 19 26 14 19 10 28 16 26 29 11 35 27 33 
33 19 26 15 19 10 29 17 26 28 13 33 29 33 
30 19 23 12 20 8 29 18 27 27 12 34 26 34 
33 19 26 15 22 7 24 16 30 23 10 42 28 32 
30 17 21 13 19 6 27 21 29 22 11 37 29 37 
28 21 18 13 19 10 28 19 31 28 10 34 26 35 
28 17 21 13 21 8 30 17 32 26 11 28 35 34 
31 17 21 15 19 8 30 20 33 24 10 34 27 29 
31 17 17 15 15 6 33 22 28 23 9 36 33 34 
38 18 21 14 16 7 32 20 27 26 11 30 32 36 
35 18 23 14 19 9 35 20 28 22 10 32 30 37 
34 17 21 12 18 8 33 21 26 24 12 34 41 35 
33 18 21 15 16 9 33 22 29 26 11 27 34 36 
35 17 23 13 17 7 33 21 30 28 12 30 35 38 
30 17 24 15 15 6 32 16 22 29 12 25 32 35 
30 18 23 14 15 9 32 18 24 24 13 37 34 39 
29 18 25 16 20 5 32 22 28 22 13 37 32 32 
27 17 21 17 21 5 30 22 25 22 13 38 35 34 
27 18 29 15 18 6 32 18 21 32 18 32 36 31 
31 17 28 13 19 5 31 21 21 32 19 39 35 31 
30 18 25 15 20 8 31 23 19 30 20 34 31 32 
27 21 28 14 19 7 30 20 23 32 20 42 28 33 
29 20 28 17 20 6 31 20 23 28 13 34 27 34 
27 19 29 17 21 7 29 19 22 26 14 34 28 37 
31 19 27 17 18 9 27 19 21 26 15 42 23 35 
33 19 26 16 20 9 29 22 27 25 16 34 25 37 
29 16 28 14 23 8 28 20 29 29 18 39 31 36 
31 16 26 13 22 8 28 18 29 25 19 40 26 35 
29 17 26 16 21 7 29 17 30 28 16 44 29 31 
29 17 27 16 20 7 30 16 31 31 17 35 28 30 
30 17 26 17 17 7 31 15 28 25 20 33 27 37 
29 17 29 18 17 8 27 21 31 27 18 37 29 32 
30 17 27 17 18 7 30 17 25 27 21 32 27 29 
29 17 31 17 18 7 30 21 25 28 17 33 27 30 
29 16 31 18 16 5 29 18 23 24 14 34 24 31 
28 16 25 16 18 9 30 15 23 24 12 33 29 30 
29 19 28 16 18 8 29 19 19 26 15 32 32 28 
31 19 29 15 22 6 27 18 20 25 13 39 25 29 
32 19 25 15 21 6 27 18 22 23 13 29 26 28 
29 16 23 15 13 8 26 16 21 30 15 32 31 36 
28 17 22 16 21 8 26 23 21 29 16 27 28 34 
30 19 18 18 18 8 27 14 25 26 19 28 28 30 
31 18 21 18 22 6 23 21 21 27 21 36 32 33 
31 18 21 18 22 6 23 21 21 28 22 29 36 34 
25 17 27 16 22 5 28 18 20 30 17 38 35 33 
26 20 26 17 23 4 22 18 21 27 18 35 28 31 
27 21 26 16 20 4 23 20 19 27 19 25 31 32 
30 19 24 17 19 4 21 20 25 26 19 41 32 32 
29 18 22 16 18 5 25 20 25 26 15 38 33 27 
30 18 24 14 17 6 27 19 24 26 20 22 35 28 
31 18 21 18 19 5 28 23 24 27 17 33 30 28 
30 17 21 18 19 5 26 23 24 27 21 35 29 28 
31 19 24 16 16 6 28 23 23 28 17 27 30 26 
27 18 26 18 16 6 28 19 22 26 19 24 32 29 
30 18 23 17 16 7 29 23 24 28 19 35 31 26 
30 18 23 17 19 6 28 29 23 26 23 34 27 28 
31 17 23 17 16 6 27 28 18 25 16 34 31 29 
30 17 23 17 15 6 22 24 18 25 17 36 28 31 
30 17 24 16 17 6 25 24 19 28 13 30 27 29 
29 18 28 19 18 6 23 23 20 23 17 32 32 34 
29 18 24 15 18 9 26 26 21 25 17 40 30 31 
31 17 23 17 18 7 25 25 22 27 14 32 30 27 
27 17 22 16 16 6 28 26 25 28 19 25 24 27 
26 17 21 17 17 7 27 27 28 29 20 27 26 26 
26 17 22 18 18 10 27 25 23 24 16 35 24 30 
27 17 28 21 17 10 26 24 28 21 18 25 25 30 
33 18 21 19 19 7 24 20 21 23 19 36 24 27 
33 18 21 17 20 10 22 19 24 25 15 34 30 27 
32 17 21 17 20 11 22 22 24 26 17 29 26 25 
32 17 19 17 20 10 24 19 27 20 13 32 29 26 
31 17 19 14 21 8 23 22 25 24 17 28 29 28 
29 17 21 15 21 10 23 18 26 23 17 31 29 27 
31 16 23 16 19 8 21 19 24 25 17 28 30 28 
31 18 25 17 20 7 22 19 24 24 17 32 27 29 
31 18 25 14 19 9 24 21 23 26 17 36 33 26 
31 18 25 15 19 8 23 26 21 24 19 25 28 33 
30 18 23 16 19 8 21 26 22 21 19 38 29 29 
28 18 25 16 18 7 21 27 22 22 17 30 26 27 
29 18 23 16 17 7 20 25 26 22 17 29 29 32 
30 18 24 19 17 10 22 19 27 20 16 30 33 23 
31 18 23 18 18 9 23 20 27 21 17 36 27 28 
32 19 24 18 18 10 23 20 27 22 18 31 29 26 
31 17 26 18 19 9 22 19 23 26 18 23 28 26 
31 17 26 17 16 9 22 21 24 25 20 26 29 26 
35 19 20 16 17 9 23 20 25 22 17 30 29 25 
34 19 20 16 17 10 25 23 24 22 17 30 32 27 
35 18 21 16 16 11 24 21 26 20 18 31 27 28 
33 18 22 17 16 10 25 19 27 19 17 40 26 32 
33 19 24 16 16 9 23 21 26 25 19 37 30 33 
31 20 26 18 18 10 23 21 27 26 16 32 32 30 
29 17 23 18 17 9 22 17 22 26 15 27 28 28 
31 17 21 16 16 7 22 18 22 26 18 19 28 30 
31 19 23 16 16 8 22 18 21 22 15 22 21 30 
30 20 25 14 16 10 25 17 20 24 15 34 27 35 
30 21 28 16 19 9 26 16 21 22 16 40 28 31 
32 20 23 18 18 9 26 20 22 22 17 36 28 34 
30 21 26 19 18 8 26 19 22 22 18 26 26 32 
31 22 24 18 18 9 25 19 22 25 17 30 29 35 
31 22 25 18 20 7 24 20 22 24 16 30 27 33 
30 20 26 19 21 6 26 20 22 22 18 33 25 32 
27 21 25 20 21 7 24 19 23 24 19 39 30 29 
31 20 26 21 22 7 23 19 24 21 20 40 26 32 
29 19 28 19 21 6 23 16 24 23 18 27 33 29 
31 21 26 19 21 8 24 22 23 24 20 24 26 31 
34 20 28 19 21 8 25 16 22 25 20 29 29 30 
31 21 26 19 22 10 25 17 21 25 20 28 26 28 
29 17 28 18 20 9 26 16 21 24 18 39 33 35 
32 18 24 20 22 7 27 16 23 21 17 35 24 30 
28 20 22 19 20 5 27 22 24 18 19 26 28 34 
30 20 27 18 21 5 25 22 22 27 22 29 21 32 
27 19 22 15 20 6 23 21 23 27 22 34 26 34 
30 18 26 17 21 6 23 23 23 27 22 41 18 37 
33 18 29 19 22 9 21 22 22 26 21 33 27 33 
26 20 21 15 26 8 29 25 25 26 20 37 31 27 
26 20 22 14 24 7 23 19 22 29 24 31 20 31 
28 19 22 17 24 8 24 22 25 22 17 35 22 36 
31 16 21 18 19 11 25 20 24 25 18 26 28 37 
27 18 22 17 21 12 25 17 24 22 16 33 29 35 
33 19 23 15 22 11 25 18 22 21 11 29 29 30 
