21 25.2309 171
21 23.6138 186
21 22.9676 183
21 22.9406 212
21 23.5552 193
21 22.4175 207
21 22.6999 170
21 23.2989 190
21 23.5827 195
21 23.3177 196
21 23.7292 210
21 24.261 192
21 23.4767 173
21 23.5333 209
21 23.3066 209
21 23.0745 198
21 22.767 198
21 22.8827 244
21 23.3433 212
21 22.7511 238
21 22.9959 217
21 22.7179 201
21 23.2823 211
21 23.3004 212
21 22.7276 215
21 23.1633 222
21 23.5808 217
21 23.5382 213
21 22.5718 209
21 22.7869 220
21 23.7322 216
21 23.3995 183
21 23.3012 211
21 23.3941 212
21 22.9309 218
21 23.2073 193
21 23.2138 192
21 23.3979 208
21 23.4348 162
21 23.645 162
21 23.4333 202
21 23.1861 196
21 22.7671 182
21 23.4745 206
21 23.0353 183
21 22.9579 208
21 22.4728 184
21 23.2062 203
21 23.9262 212
21 23.6356 209
21 22.5654 203
21 23.4184 191
21 22.9752 173
21 23.4024 180
21 23.7286 177
21 23.4928 220
21 23.3143 190
21 24.0536 197
21 23.746 192
21 23.029 223
11 92.6589 158
11 96.6056 162
11 107.711 188
11 92.1762 213
11 83.021 192
11 80.9828 206
11 73.8751 200
11 95.3386 174
11 93.8829 170
11 97.6676 157
11 88.2159 176
11 88.5633 182
11 91.5416 189
11 93.4585 172
11 91.3423 180
11 93.2534 181
11 93.5304 179
11 90.9488 167
11 101.363 174
11 97.0891 214
11 98.873 202
11 88.5343 179
11 98.2329 195
11 104.933 208
11 98.1658 179
11 95.0528 153
11 92.0494 164
11 95.4558 173
11 95.6179 195
11 97.3365 165
11 96.9849 188
11 99.508 162
11 100.566 173
11 88.6391 183
11 93.8927 146
11 94.7926 163
11 95.6938 175
11 95.9241 173
11 96.3496 172
11 96.7022 188
11 94.9911 188
11 94.4373 195
11 96.6185 145
11 82.9772 156
11 96.6036 150
11 98.9195 163
11 17.3109 286
11 17.0959 293
11 16.7268 272
11 16.6526 302
11 16.0008 254
11 16.4035 281
11 17.4036 266
11 16.3487 277
11 16.8312 297
11 17.446 239
11 17.3327 268
11 16.6591 272
11 16.2917 284
11 15.7981 272
17 15.8931 210
17 15.7324 262
17 15.9324 276
17 16.2549 308
17 14.7211 302
17 14.959 321
17 48.0484 173
17 50.5958 205
17 48.6077 224
17 44.0297 249
17 52.5361 244
17 46.8942 265
17 46.6409 238
17 44.8263 237
17 45.9712 217
17 44.8194 222
17 43.8805 227
17 46.3321 253
17 43.7239 247
17 48.6223 202
17 38.5073 223
17 49.9745 236
17 48.6034 242
17 58.0905 235
17 64.9091 232
17 61.2437 198
17 86.7495 242
17 80.8847 214
17 82.4712 238
17 86.7295 232
17 93.4346 211
17 101.222 213
17 98.1746 227
17 101.25 213
17 101.386 172
17 104.949 187
17 107.635 207
17 107.148 221
17 105.492 225
17 107.541 253
17 106.898 215
17 101.893 251
17 91.804 207
17 78.791 189
17 91.7617 188
17 69.1016 193
17 70.8087 186
17 67.8656 175
17 69.0995 187
17 53.2568 176
17 62.5072 177
17 51.604 173
17 38.3763 147
17 46.1813 181
17 44.3463 149
17 40.0551 160
17 41.5809 147
17 40.7238 156
17 39.086 159
17 40.9531 151
15 15.7425 256
15 16.8957 257
15 15.9341 272
15 16.2634 253
15 16.4929 262
15 16.8029 288
15 16.6223 307
15 16.3349 290
15 16.655 284
15 17.0174 277
15 16.7958 278
15 16.8327 272
15 16.6594 285
15 17.211 293
15 17.2675 314
15 17.091 310
15 16.8853 291
15 17.694 307
15 17.0589 291
15 17.3664 291
15 17.5865 274
15 17.4776 306
15 17.6572 323
15 16.7122 304
15 14.899 305
15 15.1353 273
15 16.5673 288
15 16.3678 306
15 17.0176 277
15 16.2371 272
15 16.8793 304
15 16.8224 261
15 17.8848 283
15 17.246 283
15 17.3017 282
15 15.7571 292
15 16.7186 274
15 16.6426 287
15 16.7495 297
15 16.5256 281
15 16.7115 296
15 16.1126 287
15 17.0731 243
15 16.9489 239
15 16.0288 271
15 17.2022 290
15 16.7407 300
15 16.9225 297
15 19.1027 272
15 17.3054 306
15 18.3073 277
15 15.8046 275
15 15.9382 294
15 73.113 183
15 15.8978 255
15 55.8763 286
15 42.9877 259
15 15.0419 277
15 15.9621 289
15 38.6131 225
15 93.0152 185
15 91.1479 175
15 91.6888 191
15 92.2467 214
15 85.1043 198
15 89.8382 214
15 90.1719 210
15 90.5435 201
15 91.966 213
15 87.7885 201
15 99.1192 193
15 93.9918 222
15 89.588 182
15 89.5851 205
15 88.1311 198
15 85.354 223
15 87.019 227
15 83.1296 211
15 95.6298 246
15 92.0309 251
15 91.3194 215
15 93.646 245
15 91.2778 225
15 87.8706 203
15 93.0353 225
15 87.6752 189
15 90.3505 178
15 83.1332 184
15 88.2819 217
15 85.2094 200
15 89.7238 200
15 88.7807 209
15 88.6447 234
15 93.8112 199
15 88.9961 211
15 91.6891 227
15 90.4625 218
15 87.7136 197
15 89.8541 186
15 93.721 169
15 91.0614 169
15 85.4397 157
15 91.707 174
15 92.0515 171
15 88.7838 178
15 87.3954 175
15 85.3738 219
15 84.3845 173
15 77.492 161
15 87.0181 210
15 88.6913 153
15 87.6465 205
15 93.9108 198
15 93.1361 208
15 90.2346 208
15 94.4698 194
15 92.0086 222
15 91.1781 206
15 90.0319 204
15 92.8029 215
13 94.939 219
13 96.3771 240
13 96.9136 225
13 96.081 221
13 96.0024 216
13 95.4614 226
13 95.2028 239
13 95.7751 224
13 96.6077 219
13 96.6456 230
13 96.7038 231
13 98.3577 234
13 97.5664 244
13 97.5147 228
13 97.5531 227
13 97.2236 248
13 96.9777 240
13 94.7659 210
13 96.5149 215
13 94.3483 214
13 96.2274 238
13 96.7536 233
13 96.8377 227
13 96.0148 218
13 93.4091 215
13 91.1854 249
13 90.7455 244
13 91.0087 222
13 93.7623 240
13 92.4218 229
13 92.6659 223
13 87.8309 244
13 91.4287 255
13 92.4502 243
13 93.8542 223
13 92.5922 233
13 92.8532 230
13 93.2302 229
13 92.1079 230
13 91.8438 236
13 91.9178 215
13 92.2223 223
13 92.2947 226
13 94.6751 224
13 93.3504 191
13 91.866 221
13 92.8829 233
13 93.9444 252
13 94.4982 252
13 93.7586 248
13 95.5746 227
13 92.8928 230
13 94.0883 241
13 95.1799 234
13 95.5651 224
13 93.8708 230
13 93.858 206
13 93.6092 207
13 92.3286 239
13 98.8754 241
19 20.0804 215
19 21.0834 198
19 19.9378 241
19 19.5621 206
19 19.9226 215
19 19.8969 213
19 20.0505 223
19 20.2431 211
19 20.2809 231
19 19.975 228
19 19.6421 232
19 19.3393 214
19 20.0918 209
19 19.7748 220
19 20.073 209
19 19.7215 211
19 20.073 208
19 20.1801 229
19 19.8129 239
19 19.8629 217
19 31.9782 197
19 31.0945 199
19 32.7135 201
19 32.9265 196
19 32.42 209
19 33.4454 198
19 33.0554 202
19 33.201 208
19 32.6931 201
19 33.718 226
19 32.5947 200
19 38.8678 216
19 32.5073 203
19 32.7411 218
19 34.735 215
19 33.4854 222
19 32.433 232
19 31.2476 210
19 33.083 215
19 34.0761 213
19 34.2082 223
19 33.0636 205
19 32.1287 193
19 33.6033 193
19 31.4075 202
14 96.0697 204
14 98.3123 181
14 98.3112 225
14 94.4628 223
14 95.4836 215
14 96.7133 213
14 98.7056 221
14 97.7519 228
14 96.8279 221
14 95.9951 193
14 96.3169 210
14 96.6889 197
